CPF_Number,Operator_ID,Operator_Name,Operator_Searchable_Name,Region,Pipeline_Type,How_Discovered?,Case_Type,Notice_Actions,Cited_Regulations,Violation_Category,Proposed_Penalties,Assessed_Penalties,Collected_Penalties,Case_Status,Opened_Date,Latest_Order_Type,Latest_Order_Date,Closed_Date,Notice_Sent_Date,Operator_Response_Date,Operator_Request_Hearing_Date,Hearing_Date,Final_Order_Date,Petition_for_Reconsideration_Date,Decision_on_Petition_Date,Consent_Order_Date,Corrective_Action_Order_Date,Order_Direct_Amendment_Date,Safety_Order_Date,Penalty_Collected_Date,Region_Withdrawn_Date,Opened_Year,Closed_Year,Order_Issued_Ind,Final_Order_Ind,Petition_for_Reconsideration_Ind,Decision_on_Petition_Ind,Consent_Order_Ind,Corrective_Action_Order_Ind,Order_Direct_Amendment_Ind,Safety_Order_Ind,Penalty_Collected_Ind,Case_Closure_Ind,Proposed_Civil_Penalty_Ind,Proposed_Compliance_Order_Ind,Penalty_Reduction_Ind,Basis_for_penalty_reduction,Report_Type,Report_Number,WMS_Activity_Seq,Data_Source,Data_as_of
42025029NOPV,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION","EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",Southwest,INTRASTATE LIQUID,Integrated,Notice of Probable Violation,CO,"195.583(a),  195.583(b)",Corrosion Control,,,,CLOSED,5/8/25,Final Order,7/8/25,7/23/25,5/8/25,5/28/25,,,7/8/25,,,,,,,,,2025,2025,Yes,Yes,,,,,,,,Yes,,Yes,,,,,24-296566,WMS,09/03/2025 9:00 AM
42025003NOA,32683,INLAND CORPORATION,INLAND CORPORATION,Southwest,INTERSTATE LIQUID,Integrity Assurance Notification,Notice of Amendment,NOA,195.452(b)(1)(ii),Integrity Management,,,,OPEN,5/8/25,,,,5/8/25,7/7/25,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,24-316529,WMS,09/03/2025 9:00 AM
12025006NOPV,17360,"RICHMOND, CITY OF","RICHMOND, CITY OF",Eastern,DISTRIBUTION MUNICIPAL,60106 Agreement,Notice of Probable Violation,CO,"192.605(a),  192.805(h)","OME Procedural Manual,  Operator Qualification",,,,OPEN,5/8/25,,,,5/8/25,5/30/25,,,,,,,,,,,,2025,,,,,,,,,,,,,Yes,,,,,23-272518,WMS,09/03/2025 9:00 AM
42025006NOA,38927,UGI ENERGY SERVICES,UGI ENERGY SERVICES,Southwest,INTERSTATE LNG,Standard,Notice of Amendment,NOA,"193.2605(b),  193.2605(c),  193.2617(a),  193.2617(b),  193.2619(a),  193.2619(b),  193.2619(c),  193.2619(d),  193.2619(e),  193.2717(a)","Operation and/or Maintenance,  Qualifications and Training",,,,CLOSED,5/8/25,,,7/23/25,5/8/25,5/30/25,,,,,,,,,,,,2025,2025,,,,,,,,,,Yes,,,,,,,24-301886,WMS,09/03/2025 9:00 AM
32025012NOA,31024,CENTRA PIPELINE MINNESOTA INC.,CENTRA PIPELINE MINNESOTA INC.,Central,INTERSTATE GAS TRANSMISSION,Specialized,Notice of Amendment,NOA,"192.615(b)(2),  192.615(b)(3),  192.805(c),  192.805(h),  192.935(c),  192.935(f),  192.947","Integrity Management,  Operation and/or Maintenance,  Operator Qualification",,,,OPEN,5/5/25,,,,5/5/25,6/3/25,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,24-317618,WMS,09/03/2025 9:00 AM
32025004NOPV,36084,LAKES GAS COMPANY,LAKES GAS COMPANY,Central,DISTRIBUTION SMALL LPG,Standard,Notice of Probable Violation,CO,"192.625(f),  192.723(b),  192.805(a)","Operation and/or Maintenance,  Operator Qualification",,,,OPEN,5/5/25,Final Order,8/7/25,,5/5/25,6/2/25,,,8/7/25,,,,,,,,,2025,,Yes,Yes,,,,,,,,,,Yes,,,,,23-264480,WMS,09/03/2025 9:00 AM
52025014NOPV,2731,CHEVRON PIPE LINE CO,CHEVRON PIPE LINE CO,Western,INTRASTATE GAS TRANSMISSION,Integrated,Notice of Probable Violation,"CO, WI","192.14(a),  192.465(d),  192.615(b)(3)","Corrosion Control,  Operation and/or Maintenance,  Transportation of Gas",,,,OPEN,5/2/25,,,,5/2/25,7/2/25,7/2/25,,,,,,,,,,,2025,,,,,,,,,,,,,Yes,,,,,24-297328,WMS,09/03/2025 9:00 AM
52025011NOPV,39257,INTERIOR GAS UTILITY,INTERIOR GAS UTILITY,Western,DISTRIBUTION PRIVATELY OWNED,Standard,Notice of Probable Violation,CO,"192.1007(d),  192.285(a)(2),  192.285(b)(2),  192.53(c)","Integrity Management,  Joining of Materials Other Than by Welding,  Materials",,,,OPEN,5/2/25,Final Order,7/23/25,,5/2/25,5/30/25,,,7/23/25,,,,,,,,,2025,,Yes,Yes,,,,,,,,,,Yes,,,,,24-305759,WMS,09/03/2025 9:00 AM
52025010NOPV,26149,ALYESKA PIPELINE SERVICE CO,ALYESKA PIPELINE SERVICE CO,Western,INTERSTATE LIQUID,Integrated,Notice of Probable Violation,"CO, WI","195.262(a),  195.420(a),  195.428(a),  195.432(b),  195.446(j)(2),  195.452(c)(1)(i)(A),  195.452(g)(4),  195.452(i)(4),  195.571,  195.573(e),  195.64(c)(1)(i)","Construction,  Control Room Management,  Corrosion Control,  Integrity Management,  Operation and/or Maintenance,  Reporting",,,,OPEN,4/25/25,,,,4/25/25,7/25/25,7/25/25,,,,,,,,,,,2025,,,,,,,,,,,,,Yes,,,,,24-298502,WMS,09/03/2025 9:00 AM
52025013NOA,26149,ALYESKA PIPELINE SERVICE CO,ALYESKA PIPELINE SERVICE CO,Western,INTERSTATE LIQUID,Integrated,Notice of Amendment,NOA,195.402(c)(3),OME Procedural Manual,,,,OPEN,4/25/25,,,,4/25/25,7/25/25,7/25/25,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,24-298502,WMS,09/03/2025 9:00 AM
52025019NOA,32013,AMERIGAS PROPANE LP,AMERIGAS PROPANE LP,Western,DISTRIBUTION SMALL LPG,Standard,Notice of Amendment,NOA,"192.303,  192.605(a),  192.605(b)(1),  192.605(b)(2)","Construction,  OME Procedural Manual",,,,OPEN,4/24/25,,,,4/24/25,5/22/25,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,24-297238,WMS,09/03/2025 9:00 AM
32025018CAO,32334,SOUTH BOW INFRASTRUCTURE OPERATIONS INC.,SOUTH BOW INFRASTRUCTURE OPERATIONS INC.,Central,INTERSTATE LIQUID,Failure Investigation,Corrective Action Order,,,,,,,OPEN,4/11/25,Corrective Action Order,4/11/25,,,,,,,,,,4/11/25,,,,,2025,,Yes,,,,,Yes,,,,,,,,,Incident Report,Hazardous Liquid - 20250112,25-338014,WMS,09/03/2025 9:00 AM
42025054NOPSO,18718,SUNOCO PIPELINE L.P.,SUNOCO PIPELINE L.P.,Southwest,INTERSTATE LIQUID,Failure Investigation,Safety Order,,,,,,,OPEN,2/13/25,Consent Order,5/2/25,,2/13/25,,,,,,,5/2/25,,,,,,2025,,Yes,,,,Yes,,,,,,,,,,Incident Report,Hazardous Liquid - 20250051,25-332048,WMS,09/03/2025 9:00 AM
42025024NOPV,32545,"DENBURY GULF COAST PIPELINES, LLC","DENBURY GULF COAST PIPELINES, LLC",Southwest,INTERSTATE LIQUID,Specialized,Notice of Probable Violation,CP,"190.203(a),  190.203(b),  190.203(e)",Enforcement and Regulatory Procedures,2366900,,,OPEN,1/17/25,,,,1/17/25,,6/3/25,,,,,,,,,,,2025,,,,,,,,,,,,Yes,,,,,,23-284937,WMS,09/03/2025 9:00 AM
32025003NOPV,39886,SPIRE STL PIPELINE LLC,SPIRE STL PIPELINE LLC,Central,INTERSTATE GAS TRANSMISSION,Integrated,Notice of Probable Violation,"CO, CP, WI","192.473(a),  192.605(a),  192.615(b)(2),  192.706(a),  192.907(a),  192.947(b)","Corrosion Control,  Integrity Management,  OME Procedural Manual,  Operation and/or Maintenance",50200,50200,,OPEN,1/16/25,Final Order,8/5/25,,1/16/25,3/14/25,,,8/5/25,,,,,,,,,2025,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,23-264381,WMS,09/03/2025 9:00 AM
12025004WL,17360,"RICHMOND, CITY OF","RICHMOND, CITY OF",Eastern,DISTRIBUTION MUNICIPAL,60106 Agreement,Warning Letter,WI,"192.273(b),  192.605(a),  192.616(a),  192.805(b)","Joining of Materials Other Than by Welding,  OME Procedural Manual,  Operator Qualification,  Public Awareness",,,,CLOSED,1/15/25,,,1/15/25,1/15/25,,,,,,,,,,,,,2025,2025,,,,,,,,,,Yes,,,,,,,23-272518,WMS,09/03/2025 9:00 AM
32025010NOA,40028,LAMBDA ENERGY GATHERING LLC,LAMBDA ENERGY GATHERING LLC,Central,INTERSTATE LIQUID,Control Room Management,Notice of Amendment,NOA,"195.446(a),  195.446(c)(4),  195.446(e)(1),  195.446(e)(3),  195.446(e)(4),  195.446(f)(1),  195.446(f)(2),  195.446(g)(1)(i),  195.446(h)(6)",Control Room Management,,,,OPEN,1/14/25,,,,1/14/25,1/15/25,,,,,,,,,,,,2025,,,,,,,,,,,,,,,,,,24-297197,WMS,09/03/2025 9:00 AM
42025021NOPV,15156,SINCLAIR TRANSPORTATION COMPANY,SINCLAIR TRANSPORTATION COMPANY,Southwest,INTRASTATE LIQUID,Integrated,Notice of Probable Violation,CO,"195.310(a),  195.310(b),  195.430,  195.452(b)(5)","Integrity Management,  Operation and/or Maintenance,  Pressure Testing",,,,OPEN,1/8/25,,,,1/8/25,6/9/25,,,,,,,,,,,,2025,,,,,,,,,,,,,Yes,,,,,23-266712,WMS,09/03/2025 9:00 AM
52025022WL,40063,"ROARING FORK MIDSTREAM, LLC","ROARING FORK MIDSTREAM, LLC",Western,INTERSTATE GAS TRANSMISSION,Integrated,Warning Letter,WI,192.605(a),OME Procedural Manual,,,,CLOSED,1/6/25,,,1/6/25,1/6/25,,,,,,,,,,,,,2025,2025,,,,,,,,,,Yes,,,,,,,24-297254,WMS,09/03/2025 9:00 AM
32024028NOPV,22855,"FLINT HILLS RESOURCES, LC","FLINT HILLS RESOURCES, LC",Central,INTERSTATE LIQUID,Integrated,Notice of Probable Violation,"CO, WI","195.446(c)(3),  195.505(b)","Control Room Management,  Operator Qualification",,,,OPEN,12/30/24,,,,12/30/24,1/29/25,1/29/25,,,,,,,,,,,2024,,,,,,,,,,,,,Yes,,,,,22-235481,WMS,09/03/2025 9:00 AM
32024080NOA,31189,BP PIPELINE (NORTH AMERICA) INC.,BP PIPELINE (NORTH AMERICA) INC.,Central,INTERSTATE LIQUID,Integrated,Notice of Amendment,NOA,195.452(h)(4)(i)(C),Integrity Management,,,,CLOSED,12/23/24,,,3/5/25,12/23/24,1/17/25,,,,,,,,,,,,2024,2025,,,,,,,,,,Yes,,,,,,,24-296835,WMS,09/03/2025 9:00 AM
12024060NOA,31728,"GULF SOUTH PIPELINE COMPANY, LLC","GULF SOUTH PIPELINE COMPANY, LLC",Eastern,INTERSTATE UNDERGROUND NG STORAGE,Standard,Notice of Amendment,NOA,192.12(c),Transportation of Gas,,,,CLOSED,12/20/24,,,5/13/25,12/20/24,1/17/25,,,,,,,,,,,,2024,2025,,,,,,,,,,Yes,,,,,,,24-296383,WMS,09/03/2025 9:00 AM
32024075NOA,39886,SPIRE STL PIPELINE LLC,SPIRE STL PIPELINE LLC,Central,INTERSTATE GAS TRANSMISSION,Integrated,Notice of Amendment,NOA,192.605(a),OME Procedural Manual,,,,OPEN,12/20/24,,,,12/20/24,1/19/25,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,23-264381,WMS,09/03/2025 9:00 AM
32024001NOPV,18678,ST LOUIS PIPELINE OPERATING LLC,ST LOUIS PIPELINE OPERATING LLC,Central,INTERSTATE LIQUID,Integrated,Notice of Probable Violation,CO,195.420(a),Operation and/or Maintenance,,,,OPEN,12/19/24,Final Order,4/21/25,,12/19/24,1/22/25,,,4/21/25,,,,,,,,,2024,,Yes,Yes,,,,,,,,,,Yes,,,,,24-297350,WMS,09/03/2025 9:00 AM
52024041NOPV,31970,"CONOCOPHILLIPS ALASKA, INC.","CONOCOPHILLIPS ALASKA, INC.",Western,INTRASTATE LIQUID,Integrated,Notice of Probable Violation,"CO, WI","195.420(b),  195.446(c)(2),  195.452(f)(3)","Control Room Management,  Integrity Management,  Operation and/or Maintenance",,,,CLOSED,12/18/24,,,5/12/25,12/18/24,1/16/25,1/16/25,,,,,,,,,,5/12/25,2024,2025,,,,,,,,,,Yes,,Yes,,,,,24-295915,WMS,09/03/2025 9:00 AM
32024081NOPSO,31554,"BOARDWALK PETROCHEMICAL PIPELINE, LLC","BOARDWALK PETROCHEMICAL PIPELINE, LLC",Central,INTERSTATE LIQUID,Specialized,Safety Order,,,,,,,OPEN,12/18/24,Consent Order,7/7/25,,12/18/24,,,,,,,7/7/25,,,,,,2024,,Yes,,,,Yes,,,,,,,,,,,,24-314720,WMS,09/03/2025 9:00 AM
42024066WL,15825,WESTLAKE US 2 LLC,WESTLAKE US 2 LLC,Southwest,INTERSTATE LIQUID,Integrated,Warning Letter,WI,"195.402(a),  195.403(a),  195.403(b)","OME Procedural Manual,  Operation and/or Maintenance",,,,CLOSED,12/13/24,,,12/13/24,12/13/24,,,,,,,,,,,,,2024,2024,,,,,,,,,,Yes,,,,,,,24-296555,WMS,09/03/2025 9:00 AM
52024001NOPV,26045,"PAR HAWAII REFINING, LLC","PAR HAWAII REFINING, LLC",Western,INTRASTATE LIQUID,Integrated,Notice of Probable Violation,CO,"195.420(b),  195.583(a)","Corrosion Control,  Operation and/or Maintenance",,,,CLOSED,12/12/24,Final Order,3/17/25,3/17/25,12/12/24,12/26/24,,,3/17/25,,,,,,,,,2024,2025,Yes,Yes,,,,,,,,Yes,,Yes,,,,,24-297227,WMS,09/03/2025 9:00 AM
32024053NOPV,32094,AUX SABLE LIQUID PRODUCTS,AUX SABLE LIQUID PRODUCTS,Central,INTRASTATE LIQUID,Integrated,Notice of Probable Violation,CO,195.452(j)(2),Integrity Management,,,,OPEN,12/12/24,Final Order,3/24/25,,12/12/24,1/10/25,,,3/24/25,,,,,,,,,2024,,Yes,Yes,,,,,,,,,,Yes,,,,,22-233381,WMS,09/03/2025 9:00 AM
52024025NOA,39027,NRG ENERGY SERVICES,NRG ENERGY SERVICES,Western,INTRASTATE GAS TRANSMISSION,Integrated,Notice of Amendment,NOA,"191.5(b),  192.615(a)(12),  192.615(a)(2),  192.615(a)(3),  192.615(a)(4),  192.615(a)(6),  192.615(a)(9),  192.631(c)(3),  192.635(a)(1)","Control Room Management,  Notification of potential rupture,  Operation and/or Maintenance,  Reporting",,,,CLOSED,12/10/24,,,3/25/25,12/10/24,2/4/25,,,,,,,,,,,,2024,2025,,,,,,,,,,Yes,,,,,,,23-265653,WMS,09/03/2025 9:00 AM
52024026NOPV,39027,NRG ENERGY SERVICES,NRG ENERGY SERVICES,Western,INTRASTATE GAS TRANSMISSION,Integrated,Notice of Probable Violation,"CO, WI","191.17(a)(1),  191.29(a)(1),  192.199(h),  192.317(b),  192.465(d),  192.603(b),  192.605(a),  192.615(b)(2),  192.615(c),  192.616(d),  192.619(a)","Construction,  Corrosion Control,  Design,  National Pipeline Mapping System,  OME Procedural Manual,  Operation and/or Maintenance,  Public Awareness,  Reporting",,,,OPEN,12/10/24,,,,12/10/24,2/4/25,,,,,,,,,,,,2024,,,,,,,,,,,,,Yes,,,,,23-265653,WMS,09/03/2025 9:00 AM
52024039NOPV,30909,TRANSMONTAIGNE OPERATING COMPANY L.P.,TRANSMONTAIGNE OPERATING COMPANY L.P.,Western,DISTRIBUTION MUNICIPAL,60106 Agreement,Notice of Probable Violation,CO,192.605(b)(1),OME Procedural Manual,,,,CLOSED,12/6/24,Final Order,7/22/25,7/22/25,12/6/24,1/6/25,,,7/22/25,,,,,,,,,2024,2025,Yes,Yes,,,,,,,,Yes,,Yes,,,,,24-297378,WMS,09/03/2025 9:00 AM
32024058NOPV,18386,BP OIL PIPELINE CO,BP OIL PIPELINE CO,Central,"INTERSTATE LIQUID, INTRASTATE LIQUID",Integrated,Notice of Probable Violation,CO,195.412(a),Operation and/or Maintenance,,,,CLOSED,12/4/24,Final Order,4/21/25,4/22/25,12/4/24,1/3/25,,,4/21/25,,,,,,,,,2024,2025,Yes,Yes,,,,,,,,Yes,,Yes,,,,,23-264827,WMS,09/03/2025 9:00 AM
42024055NOA,15156,SINCLAIR TRANSPORTATION COMPANY,SINCLAIR TRANSPORTATION COMPANY,Southwest,INTRASTATE LIQUID,Integrated,Notice of Amendment,NOA,"195.402(c)(3),  195.417(a),  195.419(a),  195.420(a)","OME Procedural Manual,  Operation and/or Maintenance",,,,OPEN,12/3/24,,,,12/3/24,12/5/24,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,23-266712,WMS,09/03/2025 9:00 AM
42024063NOA,18490,"SOUTHERN LNG, INC","SOUTHERN LNG, INC",Southwest,INTERSTATE LNG,Standard,Notice of Amendment,NOA,"193.2605(b),  193.2605(c),  193.2715(b),  193.2903(a),  193.2903(g)","Operation and/or Maintenance,  Qualifications and Training,  Security",,,,CLOSED,11/26/24,,,1/6/25,11/26/24,12/13/24,,,,,,,,,,,,2024,2025,,,,,,,,,,Yes,,,,,,,24-303953,WMS,09/03/2025 9:00 AM
42024033NOPV,32206,"FREEPORT LNG DEVELOPMENT, L.P.","FREEPORT LNG DEVELOPMENT, L.P.",Southwest,INTERSTATE LNG,Failure Investigation,Notice of Probable Violation,CP,"193.2507,  193.2513(a),  193.2619(e),  193.2713(a)(1)(iii)","Operation and/or Maintenance,  Qualifications and Training",1540800,1540800,1540800,CLOSED,11/26/24,Final Order,4/9/25,4/9/25,12/20/24,1/17/25,,,4/9/25,,,,,,,1/21/25,,2024,2025,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,Incident Report,LNG - 20220004,22-245663,WMS,09/03/2025 9:00 AM
32024041NOA,32163,ROCKIES EXPRESS PIPELINE LLC,ROCKIES EXPRESS PIPELINE LLC,Central,INTERSTATE GAS TRANSMISSION,Integrated,Notice of Amendment,NOA,192.13(c),Transportation of Gas,,,,CLOSED,11/22/24,,,12/20/24,11/22/24,12/17/24,,,,,,,,,,,,2024,2024,,,,,,,,,,Yes,,,,,,,23-264452,WMS,09/03/2025 9:00 AM
32024078NOA,36084,LAKES GAS COMPANY,LAKES GAS COMPANY,Central,DISTRIBUTION SMALL LPG,Standard,Notice of Amendment,NOA,192.805(i),Operator Qualification,,,,OPEN,11/22/24,,,,11/22/24,,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,23-264480,WMS,09/03/2025 9:00 AM
32024062NOPV,19270,"TEXAS GAS TRANSMISSION, LLC","TEXAS GAS TRANSMISSION, LLC",Central,INTERSTATE GAS TRANSMISSION,Integrated,Notice of Probable Violation,CO/CP,192.745(b),Operation and/or Maintenance,50200,,,CLOSED,11/21/24,,,3/3/25,11/21/24,12/19/24,12/19/24,,,,,,,,,,3/3/25,2024,2025,,,,,,,,,,Yes,Yes,Yes,,,,,23-266139,WMS,09/03/2025 9:00 AM
42024020NOPV,40338,SUMMIT MIDSTREAM PERMIAN 2 LLC,SUMMIT MIDSTREAM PERMIAN 2 LLC,Southwest,INTERSTATE GAS TRANSMISSION,Construction,Notice of Probable Violation,"CO/CP, CP",192.303,Construction,66900,,,OPEN,11/19/24,,,,11/19/24,12/17/24,,,,,,,,,,,,2024,,,,,,,,,,,,Yes,Yes,,,,,21-207841,WMS,09/03/2025 9:00 AM
42024061NOA,32640,SOUTHERN GULF LNG COMPANY LLC,SOUTHERN GULF LNG COMPANY LLC,Southwest,INTERSTATE LNG,Standard,Notice of Amendment,NOA,"193.2509(b)(3),  193.2605(b)(2),  193.2637",Operation and/or Maintenance,,,,CLOSED,11/19/24,,,3/21/25,11/19/24,12/13/24,,,,,,,,,,,,2024,2025,,,,,,,,,,Yes,,,,,,,24-297302,WMS,09/03/2025 9:00 AM
42024062NOA,2288,CHATTANOOGA GAS CO,CHATTANOOGA GAS CO,Southwest,INTERSTATE LNG,Standard,Notice of Amendment,NOA,"193.2605(b)(2),  193.2637",Operation and/or Maintenance,,,,CLOSED,11/19/24,,,3/21/25,11/19/24,12/27/24,,,,,,,,,,,,2024,2025,,,,,,,,,,Yes,,,,,,,24-298758,WMS,09/03/2025 9:00 AM
52024040NOPV,39745,"SEAPORT MIDSTREAM PARTNERS, LLC.","SEAPORT MIDSTREAM PARTNERS, LLC.",Western,INTRASTATE LIQUID,Integrated,Notice of Probable Violation,"CO, WI","195.432(b),  195.589(c)","Corrosion Control,  Operation and/or Maintenance",,,,CLOSED,11/18/24,Final Order,4/9/25,4/9/25,11/18/24,12/16/24,,,4/9/25,,,,,,,,,2024,2025,Yes,Yes,,,,,,,,Yes,,Yes,,,,,24-297214,WMS,09/03/2025 9:00 AM
32024071NOPV,32258,PEMBINA COCHIN LLC,PEMBINA COCHIN LLC,Central,INTERSTATE LIQUID,Integrated,Notice of Probable Violation,"CO, CP","195.264(b)(1),  195.412(a)","Construction,  Operation and/or Maintenance",43500,43500,43500,CLOSED,11/14/24,Final Order,4/10/25,4/11/25,11/14/24,12/14/24,,,4/10/25,,,,,,,1/24/25,,2024,2025,Yes,Yes,,,,,,,Yes,Yes,Yes,Yes,,,,,23-264063,WMS,09/03/2025 9:00 AM
32024069NOPV,13750,NORTHERN NATURAL GAS CO,NORTHERN NATURAL GAS CO,Central,INTERSTATE GAS TRANSMISSION,Integrated,Notice of Probable Violation,"CO, CP","192.605(c)(4),  192.705(a)","OME Procedural Manual,  Operation and/or Maintenance",39100,39100,39100,OPEN,11/14/24,Final Order,7/10/25,,11/14/24,12/10/24,,,7/10/25,,,,,,,12/12/24,,2024,,Yes,Yes,,,,,,,Yes,,Yes,Yes,,,,,23-264601,WMS,09/03/2025 9:00 AM
12024040NOA,39491,EQT PRODUCTION,EQT PRODUCTION,Eastern,INTERSTATE GAS TRANSMISSION,GRIT,Notice of Amendment,NOA,192.605(b)(1),OME Procedural Manual,,,,CLOSED,11/12/24,,,5/13/25,11/12/24,12/3/24,,,,,,,,,,,,2024,2025,,,,,,,,,,Yes,,,,,,,23-276594,WMS,09/03/2025 9:00 AM
32024068WL,13750,NORTHERN NATURAL GAS CO,NORTHERN NATURAL GAS CO,Central,INTERSTATE GAS TRANSMISSION,Integrated,Warning Letter,WI,"192.605(a),  192.709(c),  192.745(b)","OME Procedural Manual,  Operation and/or Maintenance",,,,CLOSED,11/6/24,,,11/6/24,11/6/24,12/6/24,,,,,,,,,,,,2024,2024,,,,,,,,,,Yes,,,,,,,23-264601,WMS,09/03/2025 9:00 AM
32024070NOA,13750,NORTHERN NATURAL GAS CO,NORTHERN NATURAL GAS CO,Central,INTERSTATE GAS TRANSMISSION,Integrated,Notice of Amendment,NOA,192.605(a),OME Procedural Manual,,,,OPEN,11/6/24,,,,11/6/24,1/14/25,,,,,,,,,,,,2024,,,,,,,,,,,,,,,,,,23-264601,WMS,09/03/2025 9:00 AM
12024039NOPV,39491,EQT PRODUCTION,EQT PRODUCTION,Eastern,INTERSTATE GAS TRANSMISSION,GRIT,Notice of Probable Violation,CO,"192.605(a),  192.605(b)(1)",OME Procedural Manual,,,,OPEN,11/6/24,,,,11/6/24,1/13/25,,,,,,,,,,,,2024,,,,,,,,,,,,,Yes,,,,,23-276594,WMS,09/03/2025 9:00 AM
42024051NOA,40227,NAVIGATOR BORGER EXPRESS LLC,NAVIGATOR BORGER EXPRESS LLC,Southwest,INTERSTATE LIQUID,First Operating,Notice of Amendment,NOA,"195.402(a),  195.402(c)(3),  195.420(a)","OME Procedural Manual,  Operation and/or Maintenance",,,,CLOSED,10/30/24,,,12/13/24,10/30/24,,,,,,,,,,,,,2024,2024,,,,,,,,,,Yes,,,,,,,24-297498,WMS,09/03/2025 9:00 AM
42024052NOPV,40227,NAVIGATOR BORGER EXPRESS LLC,NAVIGATOR BORGER EXPRESS LLC,Southwest,INTERSTATE LIQUID,First Operating,Notice of Probable Violation,"CO, WI","195.262(d),  195.49","Construction,  Reporting",,,,OPEN,10/30/24,,,,10/30/24,10/30/24,,,,,,,,,,,,2024,,,,,,,,,,,,,Yes,,,,,24-297498,WMS,09/03/2025 9:00 AM
32024008NOPV,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,Central,INTERSTATE LIQUID,Failure Investigation,Notice of Probable Violation,"CO/CP, CP","195.452(h)(4)(iv),  195.52(a)(3),  195.52(c)","Integrity Management,  Reporting",161800,,,OPEN,10/25/24,,,,10/25/24,2/21/25,,,,,,,,,,,,2024,,,,,,,,,,,,Yes,Yes,,,Incident Report,Hazardous Liquid - 20220065,22-237074,WMS,09/03/2025 9:00 AM
32024056NOPV,31720,"EXPRESS HOLDINGS (USA), LLC","EXPRESS HOLDINGS (USA), LLC",Central,INTERSTATE LIQUID,Integrated,Notice of Probable Violation,"CO, CO/CP, CP","195.264(b)(1)(i),  195.505(a),  195.563(a),  195.573(a)(1),  195.573(e)","Construction,  Corrosion Control,  Operator Qualification",114600,,,OPEN,10/25/24,,,,10/25/24,5/5/25,,,,,,,,,,,,2024,,,,,,,,,,,,Yes,Yes,,,,,23-264602,WMS,09/03/2025 9:00 AM
22024014NOPV,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,TRANSCONTINENTAL GAS PIPE LINE COMPANY,Southern,INTERSTATE GAS TRANSMISSION,Integrated,Notice of Probable Violation,"CP, WI","191.17(a)(1),  192.5(b)(4),  192.619(a),  192.905(a)","Integrity Management,  Operation and/or Maintenance,  Reporting,  Transportation of Gas",59800,59800,59800,CLOSED,10/24/24,Final Order,7/9/25,7/9/25,10/24/24,11/20/24,,,7/9/25,,,,,,,11/27/24,,2024,2025,Yes,Yes,,,,,,,Yes,Yes,Yes,,,,,,23-286844,WMS,09/03/2025 9:00 AM
42024036NOPV,32109,"ONEOK NGL PIPELINE, LLC","ONEOK NGL PIPELINE, LLC",Southwest,"INTERSTATE LIQUID, INTRASTATE LIQUID",Integrated,Notice of Probable Violation,CO,"195.452(f)(6),  195.452(h)(1),  195.452(i)(4)",Integrity Management,,,,OPEN,10/22/24,Consent Order,6/4/25,,10/22/24,11/21/24,11/21/24,,,,,6/4/25,,,,,,2024,,Yes,,,,Yes,,,,,,,Yes,,,,,23-264819,WMS,09/03/2025 9:00 AM
42024047NOPV,40021,"VENTURE GLOBAL CALCASIEU PASS, LLC","VENTURE GLOBAL CALCASIEU PASS, LLC",Southwest,INTERSTATE LNG,Standard,Notice of Probable Violation,"CO, WI","191.5(a),  193.2503(b),  193.2605(b),  193.2635(a)","Operation and/or Maintenance,  Reporting",,,,OPEN,10/22/24,,,,10/22/24,11/21/24,,,,,,,,,,,,2024,,,,,,,,,,,,,Yes,,,Incident Report,LNG - 20220002,23-267237,WMS,09/03/2025 9:00 AM
32024073NOA,39043,"TALLGRASS PONY EXPRESS PIPELINE, LLC","TALLGRASS PONY EXPRESS PIPELINE, LLC",Central,"INTERSTATE LIQUID, INTRASTATE LIQUID",Integrated,Notice of Amendment,NOA,195.402(a),OME Procedural Manual,,,,CLOSED,10/22/24,,,12/19/24,10/22/24,11/8/24,,,,,,,,,,,,2024,2024,,,,,,,,,,Yes,,,,,,,23-264835,WMS,09/03/2025 9:00 AM
